query,seendate,title,domain,language,sourcecountry,url,url_mobile,socialimage
Ukrzaliznytsia,20260630T111500Z,"Агросектор рискует потерять сотни миллионов долларов из - за новых тарифов  Укрзалізниці , – Мартышев",obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/agrosektor-riskuet-poteryat-sotni-millionov-dollarov-iz-za-novyih-tarifov-ukrzaliznitsi-martyishev.htm,https://www.obozrevatel.com/ekonomika-glavnaya/agrosektor-riskuet-poteryat-sotni-millionov-dollarov-iz-za-novyih-tarifov-ukrzaliznitsi-martyishev/amp.htm,
"""Ukraine"" ""energy infrastructure""",20260629T190000Z,"Украина лучше подготовилась к отопительному сезону 2026 / 27 , чем год назад – гендиректор ДТЭК | Новости Украины",news.liga.net,Russian,Ukraine,https://news.liga.net/society/news/dtek-ukraina-vstupaet-v-otopitelnyi-sezon-202627-v-luchshem-sostoyanii-chem-v-proshlom-godu,https://news.liga.net/amp/society/news/dtek-ukraina-vstupaet-v-otopitelnyi-sezon-202627-v-luchshem-sostoyanii-chem-v-proshlom-godu,https://storage.liga.net/images/general/social/social-4628338-ru.png?v=1782747266
"""Ukraine"" ""Shahed""",20260629T140000Z,Belarus Relay Shutdown Limits Russia Real - Time Control of Shahed Drones,kyivpost.com,English,Ukraine,https://www.kyivpost.com/post/79215,,https://static.kyivpost.com/storage/2026/05/18/d396bc63367b7bfeca2a828783fd9038.jpg?&q=90&f=jpg
Ukrzaliznytsia,20260628T164500Z,В Киев прибыла канцлер казначейства Великобритании Рэйчел Ривз что известно фото,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/politics-news/v-kiev-pribyila-kantsler-kaznachejstva-velikobritanii-podrobnosti-i-foto.htm,https://www.obozrevatel.com/politics-news/v-kiev-pribyila-kantsler-kaznachejstva-velikobritanii-podrobnosti-i-foto/amp.htm,
"""Ukraine"" ""Shahed""",20260627T104500Z,"Ukraine air defenses down 113 of 129 enemy targets , 13 attack UAVs hit seven locations",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1180193.html,https://en.interfax.com.ua/news/general/1180193-amp.html,https://media.interfax.com.ua/media/thumbs/images/2024/12/blxtk/2YY1PfUwulfB.jpg
Ukrzaliznytsia,20260627T100000Z,Тарифы УЗ - Укрзализныця повысит цены с 1 августа 2026 - какие тарифы вырастут,24tv.ua,Russian,Ukraine,https://24tv.ua/economy/ru/tarify-uz-ukrzaliznycja-povysit-ceny-1-avgusta-2026-kakie-tarify_n3095418,https://24tv.ua/economy/ru/tarify-uz-ukrzaliznycja-povysit-ceny-1-avgusta-2026-kakie-tarify_n3095418/amp,https://24tv.ua/resources/photos/news/202606/3095418.jpg?v=1782551718000
Ukrzaliznytsia,20260626T201500Z,Agreement on $18 mln in intl support for Ukrzaliznytsia reached at URC 2026 – Kuleba,en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/economic/1180128.html,https://en.interfax.com.ua/news/economic/1180128-amp.html,https://media.interfax.com.ua/media/thumbs/images/2026/06/rigec/hm0Bv2UH_fiV.jpg
Ukrzaliznytsia,20260626T140000Z,"Финансовые проблемы  Укрзализныци  требуют комплексного решения , а не повышения тарифов , – Костерный",obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/finansovyie-problemyi-ukrzaliznyitsi-trebuyut-kompleksnogo-resheniya-a-ne-povyisheniya-tarifov-kosternyij.htm,https://www.obozrevatel.com/ekonomika-glavnaya/finansovyie-problemyi-ukrzaliznyitsi-trebuyut-kompleksnogo-resheniya-a-ne-povyisheniya-tarifov-kosternyij/amp.htm,
"""Ukraine"" ""energy infrastructure""",20260626T090000Z,"우크라이나 , 러 에너지 인프라 정조준 … 40일 작전  으로 종전 압박",biz.heraldcorp.com,Korean,South Korea,https://biz.heraldcorp.com/article/10789838,,https://wimg.heraldcorp.com/news/cms/2026/06/26/rcv.YNA.20260626.PRU20260626141801009_T1.jpg
"""Ukraine"" ""energy infrastructure""",20260626T050000Z,"В Одеській області через атаку РФ пошкоджено енергетичну інфраструктуру Вилківської громади , постраждала людина – РДА",interfax.com.ua,Ukrainian,Ukraine,https://interfax.com.ua/news/general/1179809.html,https://interfax.com.ua/news/general/1179809-amp.html,https://media.interfax.com.ua/media/thumbs/images/2025/02/nindd/h-YfkF729NmX.jpg
"""Ukraine"" ""energy infrastructure""",20260625T220000Z,Конференция в Гранске 2026 – ЕБРР выделит Украине 90 млн евро на защиту энергосистемы | Новости Украины,news.liga.net,Russian,Ukraine,https://news.liga.net/politics/news/ebrr-vydelit-ukraine-90-mln-evro-na-vosstanovlenie-energosetei-posle-atak-so-storony-rf,https://news.liga.net/amp/politics/news/ebrr-vydelit-ukraine-90-mln-evro-na-vosstanovlenie-energosetei-posle-atak-so-storony-rf,https://storage.liga.net/images/general/social/social-4627846-ru.png?v=1782412272
"""Ukraine"" ""energy infrastructure""",20260625T210000Z,Конференція у Гранську 2026 – ЄБРР надасть Україні 90 млн євро на захист енергосистеми | Новини України,news.liga.net,Ukrainian,Ukraine,https://news.liga.net/ua/politics/news/yebrr-vydilyt-ukraini-90-mln-ievro-na-vidnovlennia-enerhomerezh-pislia-atak-rf,https://news.liga.net/ua/amp/politics/news/yebrr-vydilyt-ukraini-90-mln-ievro-na-vidnovlennia-enerhomerezh-pislia-atak-rf,https://storage.liga.net/images/general/social/social-4627846-ua.png?v=1782408584
Ukrzaliznytsia,20260625T193000Z,Россия атаковала локомотивы Укрзализныци в Сумской области и в Запорожье,24tv.ua,Russian,Ukraine,https://24tv.ua/ru/rossija-atakovala-lokomotivy-ukrzaliznyci-v-sumskoj-oblasti-i-v-zaporozhe-kakovy-posledstvija_n3094502,https://24tv.ua/ru/rossija-atakovala-lokomotivy-ukrzaliznyci-v-sumskoj-oblasti-i-v-zaporozhe-kakovy-posledstvija_n3094502/amp,https://24tv.ua/resources/photos/news/202606/3094502.jpg?v=1782409087000
"""Ukraine"" ""energy infrastructure""",20260625T191500Z,Արևմուտքը Կիևին 375 միլիոն եվրո կհատկացնի էներգետիկայի համար . Շմիհալ,1in.am,Armenian,Armenia,https://www.1in.am/3731324.html,,https://www.1in.am/assets/uploads/2026/06/6000-1211-540x360.jpg
Ukrzaliznytsia,20260625T110000Z,"РФ нанесла удары по локомотивам в Запорожье и на Сумщине , есть погибший",korrespondent.net,Russian,Ukraine,https://korrespondent.net/ukraine/4889145-rf-nanesla-udary-po-lokomotyvam-v-zaporozhe-y-na-sumschyne-est-pohybshyi,https://korrespondent.net/amp/4889145-rf-nanesla-udary-po-lokomotyvam-v-zaporozhe-y-na-sumschyne-est-pohybshyi,https://kor.ill.in.ua/m/1260x900/4470460.jpg
"""Ukraine"" ""energy infrastructure""",20260625T094500Z,У Києві – аварійне вимкнення світла . В « Укренерго » пояснили причину,radiosvoboda.org,Ukrainian,Ukraine,https://www.radiosvoboda.org/a/news-kyiv-avariyne-vymknennia-svitla/33788569.html,https://www.radiosvoboda.org/amp/news-kyiv-avariyne-vymknennia-svitla/33788569.html,https://gdb.rferl.org/872C6135-F017-4A61-A42A-B880F02422D9_w1200_h630.jpg
"""Ukraine"" ""energy infrastructure""",20260625T093000Z,Енергетичний Рамштайн : Україна отримає €375 млн на відновлення енергетики,delo.ua,Ukrainian,Ukraine,https://delo.ua/news/ukrayina-otrimaje-ponad-eur375-mln-na-vidnovlennya-energetiki-yaki-krayini-dali-grosi-468036/,,
"""Ukraine"" ""energy infrastructure""",20260625T091500Z,Енергетичний  Рамштайн  у Ґданську : Україна отримала 375 мільйонів євро на відновлення енергетичної інфраструктури,ostro.org,Ukrainian,Ukraine,https://www.ostro.org/news/energetychnyj-ramshtajn-u-gdansku-ukrayina-otrymala-375-miljoniv-yevro-na-vidnovlennya-i560001,,
"""Ukraine"" ""energy infrastructure""",20260625T091500Z,"Запад пообещал Украине 375 миллионов евро на энергетику , заявил Шмыгаль",1prime.ru,Russian,Russia,https://1prime.ru/20260625/ukraina-871051760.html,,https://cdnn.1prime.ru/images/sharing/article/rus/871051760.jpg
"""Ukraine"" ""energy infrastructure""",20260625T081500Z,"Запад выделит Киеву 375 миллионов евро на энергетику , утверждает Шмыгаль",ria.ru,Russian,Russia,https://ria.ru/20260625/zapad-2100988959.html,,https://cdnn21.img.ria.ru/images/sharing/article/2100988959.jpg
"""Ukraine"" ""Shahed""",20260625T081500Z,"Ukraine downs 83 of 90 enemy UAVs , strikes of ballistic missile and six attack UAVs recorded at seven locations",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1179431.html,https://en.interfax.com.ua/news/general/1179431-amp.html,https://media.interfax.com.ua/media/thumbs/images/2025/10/cexew/kIjqQp24ISn1.jpg
"""Ukraine"" ""Shahed""",20260625T073000Z,Next Phase of Attack Drones Will See AI Choosing Targets : Drone Analyst,businessinsider.com,English,United States,https://www.businessinsider.com/shaheds-ai-choose-target-attack-drones-serhii-flash-beskrestnov-ukraine-2026-6,,https://i.insider.com/6a3cb7eca25092c74cc9eaa5?&format=jpeg
"""Ukraine"" ""energy infrastructure""",20260625T063000Z,Karas Ukrainoje . Iš D . Trumpo lūpų – pagyrimas V . Zelenskiui,lrytas.lt,Lithuanian,Lithuania,https://www.lrytas.lt/pasaulis/konfliktai-ir-saugumas/2026/06/25/news/karas-ukrainoje-is-d-trumpo-lupu-pagyrimas-v-zelenskiui-42933305,,https://media.lrytas.lt/images/2026/06/25/040120801-7ad6c426-3f96-4d68-b132-001a094b98b0.jpg
"""Ukraine"" ""energy infrastructure""",20260625T043000Z,Karas Ukrainoje . Iš D . Trumpo lūpų – pagyrimas V . Zelenskiui,lrytas.lt,Lithuanian,Lithuania,https://www.lrytas.lt/pasaulis/konfliktai-ir-saugumas/2026/06/25/news/karas-ukrainoje-is-d-trumpo-lupu-pagyrimas-v-zelenskiui-42933305/,,https://media.lrytas.lt/images/2026/06/25/040120801-7ad6c426-3f96-4d68-b132-001a094b98b0.jpg
"""Ukraine"" ""Shahed""",20260625T010000Z,"  Hundreds of Launcher : Zelensky Says Moscow Is Surrounded by S - 400 , S - 500 , Pantsir",kyivpost.com,English,Ukraine,https://www.kyivpost.com/post/78906,,https://static.kyivpost.com/storage/2026/05/26/3c4a2bde446170de54f731c43f4e77b5.jpg?&q=90&f=jpg
"""Ukraine"" ""energy infrastructure""",20260624T201500Z,"У Держдепі США заявили , що на цей момент Україна виграє війну",ukrinform.ua,Ukrainian,Ukraine,https://www.ukrinform.ua/rubric-polytics/4137328-pramo-zaraz-ukraina-peremagae-na-vijni-zastupnik-derzsekretara-ssa.html,https://www.ukrinform.ua/amp/rubric-polytics/4137328-pramo-zaraz-ukraina-peremagae-na-vijni-zastupnik-derzsekretara-ssa.html,https://static.ukrinform.com/photos/2025_08/thumb_files/630_360_1755070082-531.jpg
"""Ukraine"" ""energy infrastructure""",20260624T094500Z,Украински дронове поразиха енергийната инфраструктура на Крим,dnes.bg,Bulgarian,Bulgaria,https://www.dnes.bg/a/581-voynata-v-ukrayna/726092-ukrainski-dronove-poraziha-energiynata-infrastruktura-na-krim,,https://www.dnes.bg/media/files/resized/article/1280x720/9f4/8eecbe1431244fe53505bb547ea719f4-2026-06-23t203053z-925326995-rc2lzla5n8qr-rtrmadp-3-ukraine-crisis-attack-russia.JPG
"""Ukraine"" ""energy infrastructure""",20260624T093000Z,Ուկրաինական դրոնները հարվածել են Ղրիմի էներգետիկ ենթակառուցվածքներին,azatutyun.am,Armenian,Armenia,https://www.azatutyun.am/a/33787650.html,https://www.azatutyun.am/amp/33787650.html,https://gdb.rferl.org/3151e7a3-dc96-4a60-11b1-08decad58b60_w1200_h630.jpg
"""Ukraine"" ""energy infrastructure""",20260624T084500Z,В Украине зафиксировали новые отключения электроэнергии,korrespondent.net,Russian,Ukraine,https://korrespondent.net/ukraine/4888834-v-ukrayne-zafyksyrovaly-novye-otkluichenyia-elektroenerhyy,https://korrespondent.net/amp/4888834-v-ukrayne-zafyksyrovaly-novye-otkluichenyia-elektroenerhyy,https://kor.ill.in.ua/m/1260x900/4469635.jpg
Ukrzaliznytsia,20260624T081500Z,Билеты Киев – Одесса в наибольшем дефиците : почему возник и как купить билет на поезд,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/economy/biletyi-ischezayut-za-schitannyie-minutyi-ukrzaliznitsya-nazvala-samyie-defitsitnyie-rejsyi.htm,https://www.obozrevatel.com/ekonomika-glavnaya/economy/biletyi-ischezayut-za-schitannyie-minutyi-ukrzaliznitsya-nazvala-samyie-defitsitnyie-rejsyi/amp.htm,
"""Ukraine"" ""energy infrastructure""",20260624T081500Z,В Україні зафіксували нові знеструмлення,ua.korrespondent.net,Ukrainian,Ukraine,https://ua.korrespondent.net/ukraine/4888834-v-ukraini-zafiksuvaly-novi-znestrumlennia,https://ua.korrespondent.net/amp/4888834-v-ukraini-zafiksuvaly-novi-znestrumlennia,https://kor.ill.in.ua/m/1260x900/4469635.jpg
"""Ukraine"" ""energy infrastructure""",20260624T071500Z,Ουκρανία : Νεκρή σε πλήγμα της Ρωσίας στο Χάρκοβο,capital.gr,Greek,Greece,https://www.capital.gr/diethni/4000197/oukrania-nekri-se-pligma-tis-rosias-sto-xarkobo/,https://www.capital.gr/diethni/4000197/oukrania-nekri-se-pligma-tis-rosias-sto-xarkobo/?amp=true,https://www.capital.gr/Content/ImagesDatabase/fb/1000x523/crop/both/d1/d10af974d2aa4c58b1557a3fed595bb4.jpg
Ukrzaliznytsia,20260623T203000Z,"Development Ministry to present infrastructure PPP projects with Ukrzaliznytsia , ports , water utilities at URC 2026",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1178990.html,https://en.interfax.com.ua/news/general/1178990-amp.html,https://media.interfax.com.ua/media/thumbs/images/2026/06/zxzee/-KNHQFeAY7mp.jpg
Ukrzaliznytsia,20260623T174500Z,"Мінрозвитку презентує на URC 2026 великий портфель проєктів ППП у сфері інфраструктури , зокрема з  Укрзалізницею , портами та водопостачанням країни",interfax.com.ua,Ukrainian,Ukraine,https://interfax.com.ua/news/general/1178982.html,https://interfax.com.ua/news/general/1178982-amp.html,https://media.interfax.com.ua/media/thumbs/images/2026/06/zxzee/-KNHQFeAY7mp.jpg
"""Ukraine"" ""energy infrastructure""",20260622T213000Z,Без электричества остались около 56 тыс . жителей Черниговской области Украины :: Новости дня / ВЗГЛЯД,vz.ru,Russian,Russia,https://vz.ru/news/2026/6/22/1429259.html,https://vz.ru/amp/news/2026/6/22/1429259.html,https://img.vz.ru/upimg/soc/soc_1429259.png
Ukrzaliznytsia,20260622T101500Z,Укрзалізниця увеличивает количество детских вагонов,korrespondent.net,Russian,Ukraine,https://korrespondent.net/ukraine/4888320-ukrzaliznytsia-uvelychyvaet-kolychestvo-detskykh-vahonov,https://korrespondent.net/amp/4888320-ukrzaliznytsia-uvelychyvaet-kolychestvo-detskykh-vahonov,https://kor.ill.in.ua/m/1260x900/4468543.jpg
"""Ukraine"" ""energy infrastructure""",20260621T191500Z,Укренерго : 22 червня в Україні не планують відключення світла,lb.ua,Ukrainian,Ukraine,https://lb.ua/economics/2026/06/21/746770_ukrenergo_povidomili_chi.html,,https://i.lb.ua/news/056/08/6a380e635ba56_200_130.jpg
Ukrzaliznytsia,20260620T111500Z,Скандал в поезде Одесса Киев : полиция открыла дело о сексуальном насилии по заявлению киевлянки,vesti-ua.net,Russian,Ukraine,https://vesti-ua.net/novosti/proisshestviya/285420-skandal-v-poezde-odessakiev-policiya-otkryla-delo-o-seksualnom-nasilii-po-zayavleniyu-kievlyanki.html,,https://vesti-ua.net/uploads/posts/2026-06/1781945811_poezd-v-pass.webp
Ukrzaliznytsia,20260619T201500Z,Дело о домогательствах в поезде « Одесса Киев »: полиция Киева возбудила уголовное дело,focus.ua,Russian,Ukraine,https://focus.ua/ukraine/758301-delo-o-domogatelstvah-v-poezde-odessa-kiev-policiya-kieva-vozbudila-ugolovnoe-delo,https://focus.ua/amp/ukraine/758301-delo-o-domogatelstvah-v-poezde-odessa-kiev-policiya-kieva-vozbudila-ugolovnoe-delo,https://focus.ua/static/storage/thumbs/1200x630/6/23/a7cz7a-4f20bbf85387596ef509dbd1c844c236.jpg?v=8349_1
"""Ukraine"" ""energy infrastructure""",20260619T144500Z,Міненерго : РФ завдала понад 6 тис . ударів по енергетиці України новини LB . ua,lb.ua,Ukrainian,Ukraine,https://lb.ua/society/2026/06/19/746388_minenergo_z_pochatku.html,,https://i.lb.ua/news/089/14/6a354d12148e9_200_130.jpg
Ukrzaliznytsia,20260619T143000Z,Скандал в поезде  Укрзализныци  пассажир приставал к девушке что известно,24tv.ua,Russian,Ukraine,https://24tv.ua/ru/skandal-poezde-ukrzaliznyci-passazhir-pristaval-k-devushke-chto_n3090891,https://24tv.ua/ru/skandal-poezde-ukrzaliznyci-passazhir-pristaval-k-devushke-chto_n3090891/amp,https://24tv.ua/resources/photos/news/202606/3090891.jpg?v=1781875945000
Ukrzaliznytsia,20260619T133000Z,Популярный международный поезд будет курсировать ежедневно - Минразвития,korrespondent.net,Russian,Ukraine,https://korrespondent.net/business/companies/4887801-populiarnyi-mezhdunarodnyi-poezd-budet-kursyrovat-ezhednevno-mynrazvytyia,https://korrespondent.net/amp/4887801-populiarnyi-mezhdunarodnyi-poezd-budet-kursyrovat-ezhednevno-mynrazvytyia,https://kor.ill.in.ua/m/1260x900/4466034.jpg
Ukrzaliznytsia,20260619T130000Z,В Украине запустили обновленные поезда : в состав вошли вагоны нового поколения - что в них есть,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/economy/v-ukraine-zapustili-obnovlennyie-poezda-po-vazhnyim-marshrutam-kak-vagonyi-vyiglyadyat-vnutri-foto.htm,https://www.obozrevatel.com/ekonomika-glavnaya/economy/v-ukraine-zapustili-obnovlennyie-poezda-po-vazhnyim-marshrutam-kak-vagonyi-vyiglyadyat-vnutri-foto/amp.htm,
Ukrzaliznytsia,20260619T094500Z,Поезд  Бессарабия  Киев Кишинев – как часто он будет курсировать,24tv.ua,Russian,Ukraine,https://24tv.ua/zakordon24/ru/poezd-bessarabija-kiev-kishinev-kak-chasto-on-budet-kursirovat_n3090630,https://24tv.ua/zakordon24/ru/poezd-bessarabija-kiev-kishinev-kak-chasto-on-budet-kursirovat_n3090630/amp,https://24tv.ua/resources/photos/news/202606/3090630.jpg?v=1781857918000
Ukrzaliznytsia,20260617T191500Z,Укрзалізниця призначає додатковий поїзд до Львова,ukrinform.ua,Ukrainian,Ukraine,https://www.ukrinform.ua/rubric-regions/4134947-ukrzaliznica-priznacae-dodatkovij-poizd-do-lvova.html,https://www.ukrinform.ua/amp/rubric-regions/4134947-ukrzaliznica-priznacae-dodatkovij-poizd-do-lvova.html,https://static.ukrinform.com/photos/2017_01/thumb_files/630_360_1485344395-8966.jpg
Ukrzaliznytsia,20260617T113000Z,Поезд 854 Днепр Харьков - какая цена билетов и где их можно купить,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/economy/v-ukraine-vernuli-poezd-na-populyarnyij-marshrut-skolko-stoyat-biletyi.htm,https://www.obozrevatel.com/ekonomika-glavnaya/economy/v-ukraine-vernuli-poezd-na-populyarnyij-marshrut-skolko-stoyat-biletyi/amp.htm,
Ukrzaliznytsia,20260616T183000Z,Business slams Ukrainian Railway freight rate hike plan,en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/press-conference/1177031.html,https://en.interfax.com.ua/news/press-conference/1177031-amp.html,https://media.interfax.com.ua/media/thumbs/images/2026/06/meggz/kxybWLHJLyur.jpg
Ukrzaliznytsia,20260616T141500Z,Повышение грузовых тарифов УЗ нанесет значительный ущерб бюджету – я « Укрметаллургпром » ,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/povyishenie-gruzovyih-tarifov-uz-naneset-znachitelnyij-uscherb-byudzhetu-ya-ukrmetallurgprom.htm,https://www.obozrevatel.com/ekonomika-glavnaya/povyishenie-gruzovyih-tarifov-uz-naneset-znachitelnyij-uscherb-byudzhetu-ya-ukrmetallurgprom/amp.htm,
Ukrzaliznytsia,20260615T151500Z,Готовил поджоги объектов СБУ в Черкасской области : агент РФ получил 12 лет,korrespondent.net,Russian,Ukraine,https://korrespondent.net/ukraine/4886717-hotovyl-podzhohy-obektov-sbu-v-cherkasskoi-oblasty-ahent-rf-poluchyl-12-let,https://korrespondent.net/amp/4886717-hotovyl-podzhohy-obektov-sbu-v-cherkasskoi-oblasty-ahent-rf-poluchyl-12-let,https://kor.ill.in.ua/m/1260x900/4462463.jpg
Ukrzaliznytsia,20260615T124500Z,УЗ предупредила о задержках поездов после массированного обстрела,vesti-ua.net,Russian,Ukraine,https://vesti-ua.net/novosti/proisshestviya/285150-uz-predupredila-o-zaderzhkah-poezdov-posle-massirovannogo-obstrela.html,,https://vesti-ua.net/uploads/posts/2026-06/1781508113_photo_5208742801523730507_y_0_0.webp
Ukrzaliznytsia,20260615T023000Z,Украинцев предупредили о дефиците билетов на поезда : на 1 место будет 6 человек,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/economy/na-1-mesto-6-chelovek-ukrzaliznitsya-predupredila-ukraintsev-o-defitsite-biletov.htm,https://www.obozrevatel.com/ekonomika-glavnaya/economy/na-1-mesto-6-chelovek-ukrzaliznitsya-predupredila-ukraintsev-o-defitsite-biletov/amp.htm,
"""Ukraine"" ""energy infrastructure""",20260613T190000Z,"С начала полномасштабной войны  ДТЭК  инвестировал в экономику Украины 2 , 4 млрд евро",obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/analytics-and-forecasts/s-nachala-polnomasshtabnoj-vojnyi-dtek-investiroval-v-ekonomiku-ukrainyi-2-4-mlrd-evro.htm,https://www.obozrevatel.com/ekonomika-glavnaya/analytics-and-forecasts/s-nachala-polnomasshtabnoj-vojnyi-dtek-investiroval-v-ekonomiku-ukrainyi-2-4-mlrd-evro/amp.htm,
"""Ukraine"" ""energy infrastructure""",20260613T171500Z,"ДТЕК інвестував €2 , 4 млрд в економіку України з початку повномасштабної війни",obozrevatel.com,Ukrainian,Ukraine,https://www.obozrevatel.com/ukr/ekonomika-glavnaya/analytics-and-forecasts/dtek-investuvav-2-4-mlrd-v-ekonomiku-ukraini-z-pochatku-povnomasshtabnoi-vijni.htm,https://www.obozrevatel.com/ukr/ekonomika-glavnaya/analytics-and-forecasts/dtek-investuvav-2-4-mlrd-v-ekonomiku-ukraini-z-pochatku-povnomasshtabnoi-vijni/amp.htm,
"""Ukraine"" ""energy infrastructure""",20260613T081500Z,"ДТЕК інвестував €2 , 4 млрд в економіку України з початку повномасштабної війни",focus.ua,Ukrainian,Ukraine,https://focus.ua/uk/economics/757540-dtek-investuvav-2-4-mlrd-v-ekonomiku-ukrajini-z-pochatku-povnomasshtabnoji-viyni,https://focus.ua/uk/amp/economics/757540-dtek-investuvav-2-4-mlrd-v-ekonomiku-ukrajini-z-pochatku-povnomasshtabnoji-viyni,https://focus.ua/static/storage/thumbs/1200x630/8/85/wmhqiy-377f3da5e41619f3987a26200134c858.jpg?v=6924_1
"""Ukraine"" ""energy infrastructure""",20260613T074500Z,"ДТЕК інвестував €2 , 4 млрд в економіку України з початку повномасштабної війни",unian.ua,Ukrainian,Ukraine,https://www.unian.ua/economics/energetics/dtek-investuvav-2-4-mlrd-v-ekonomiku-ukrajini-z-pochatku-povnomasshtabnoji-viyni-13410891.html,https://www.unian.ua/economics/energetics/dtek-investuvav-2-4-mlrd-v-ekonomiku-ukrajini-z-pochatku-povnomasshtabnoji-viyni-novini-sogodni-amp-13410891.html,https://images.unian.net/photos/2024_01/thumb_files/620_324_1704466719-7905.jpg?1
"""Ukraine"" ""Shahed""",20260612T184500Z,Ukraine one - time test used fully autonomous drones to kill Russian soldiers,arstechnica.com,English,United States,https://arstechnica.com/ai/2026/06/ukraines-one-time-test-used-fully-autonomous-drones-to-kill-russian-soldiers/,,https://cdn.arstechnica.net/wp-content/uploads/2026/06/Ukraine-drone-1152x648.jpg
Ukrzaliznytsia,20260612T140000Z,"Russian Attacks Kill Railway Worker , Damages Energy and Logistics Site",kyivpost.com,English,Ukraine,https://www.kyivpost.com/post/78067,,https://static.kyivpost.com/storage/2026/06/12/33ecb7c3e7ad7f0b7603dae05a612927.png?&q=90&f=jpg
Ukrzaliznytsia,20260612T083000Z,Атака на железнодорожную инфраструктуру : в Сумской области пострадали станции и вокзалы,vesti-ua.net,Russian,Ukraine,https://vesti-ua.net/novosti/proisshestviya/285025-ataka-na-zheleznodorozhnuyu-infrastrukturu-v-sumskoy-oblasti-postradali-stancii-i-vokzaly.html,,https://vesti-ua.net/uploads/posts/2026-06/1781243966_2026-06-12-08.webp
Ukrzaliznytsia,20260612T073000Z,"Сумская область , обстрел железной дороги 12 июня 2026 года - каковы последствия , есть ли жертвы",24tv.ua,Russian,Ukraine,https://24tv.ua/ru/sumskaja-oblast-obstrel-zheleznoj-dorogi-12-ijunja-2026-goda_n3086211,https://24tv.ua/ru/sumskaja-oblast-obstrel-zheleznoj-dorogi-12-ijunja-2026-goda_n3086211/amp,https://24tv.ua/resources/photos/news/202606/3086211.jpg?v=1781239825000
Ukrzaliznytsia,20260612T064500Z,"Ukrzaliznytsia employee killed , another hospitalized after Russia night attack on Sumy region",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1175893.html,https://en.interfax.com.ua/news/general/1175893-amp.html,https://media.interfax.com.ua/media/thumbs/images/2025/11/sviwn/FrOBUHSnSHs6.jpg
"""Ukraine"" ""Shahed""",20260612T064500Z,"Air defense downs 102 of 117 Russian drones overnight , hits recorded at 7 locations",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1175896.html,https://en.interfax.com.ua/news/general/1175896-amp.html,https://media.interfax.com.ua/media/thumbs/images/2022/05/sZHl-ayHLA_d.jpg
"""Ukraine"" ""energy infrastructure""",20260611T100000Z,Новости СВО 11 июня : ВС РФ поразили объекты военной инфраструктуры Украины,iz.ru,Russian,Russia,https://iz.ru/2113910/2026-06-11/armiia-rossii-porazila-ispolzuemye-vsu-obekty-voennoi-infrastruktury,https://iz.ru/export/google/amp/2113910,http://cdn.iz.ru/sites/default/files/styles/900x506/public/news-2026-06/TASS_53414084.jpg?itok=UEFy2ge9
