scenario_id,scenario_name,factory_id,part_category,part_label,requested_quantity,capacity_units_30d,adjusted_capacity_units_30d,capacity_tier,capacity_index,capacity_confidence,grid_zone_id,grid_dependency_score,outage_output_multiplier,hub_id,hub_name,destination_type,destination_factory_id,destination_name,destination_site_label,route_distance_km,duration_min,fuel_liters_per_trip,driver_hours_per_trip,estimated_trip_cost_krw,routing_provider,routing_status,route_geometry_source,route_geometry_points,route_road_summary,routing_note,risk,risk_reason,status
baseline,Baseline Production Plan,fac_82ab4f0707,airframe,Airframe / Materials,2400,2425,2400,C,0.603,0.923,grid_zone_e6011691,0.475,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,21.0,26.2,3.2,0.44,17700,OSRM public demo server,routed,,38,unnamed road 8.9km → 35 / 충효로 6.5km → 길안청송로 5.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
baseline,Baseline Production Plan,fac_c647d0865d,airframe,Airframe / Materials,3341,3375,3341,B,0.7,0.873,grid_zone_bfcc2516,0.711,0.559,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,25.0,30.1,3.8,0.5,20600,OSRM public demo server,routed,,36,unnamed road 0.9km → 37 / 마유산로 10.4km → 6; 37; 44 / 경강로 1.1km → 양평로 8.3km → 37 / 개군로 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
baseline,Baseline Production Plan,fac_cc1c9e0bfe,airframe,Airframe / Materials,1339,2300,2277,C,0.567,0.923,grid_zone_eb82a68b,0.401,0.751,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,154.4,124.5,23.8,2.08,98500,OSRM public demo server,routed,,32,"1 / 하서대로 8.4km → unnamed road 0.6km → 25 / 호남고속도로 139.3km → 유성, 계룡산국립공원, 국립대전현충원 0.8km → 월드컵대로 0.5km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
baseline,Baseline Production Plan,fac_3215491325,harness,Harness / Connector,3019,3050,3019,B,0.704,0.903,grid_zone_2d0a6a6a,0.55,0.659,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,84.7,79.2,13.0,1.32,59100,OSRM public demo server,routed,,53,unnamed road 4.5km → 봉수산로 4.2km → 604 / 용두장신길 2.9km → 604 / 장신신흥길 3.2km → 70; 645 / 청신로 1.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
baseline,Baseline Production Plan,fac_18d73ec4e7,harness,Harness / Connector,2797,2825,2797,B,0.663,0.893,grid_zone_49414766,0.412,0.745,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,43.7,40.2,6.7,0.67,30200,OSRM public demo server,routed,,27,오송가락로 1.2km → 1 / 경부고속도로 25.9km → 신탄진 0.9km → 17 / 신탄진로 2.4km → unnamed road 1.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
baseline,Baseline Production Plan,fac_e9184ea9bd,harness,Harness / Connector,2524,2550,2524,B,0.64,0.893,grid_zone_49414766,0.412,0.745,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,49.1,47.8,7.6,0.8,35100,OSRM public demo server,routed,,32,엘지로 4.5km → 대신로 1.5km → 직지대로 1.5km → unnamed road 1.5km → 35 / 중부고속도로 6.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
baseline,Baseline Production Plan,fac_b0e7ca700a,harness,Harness / Connector,1660,2950,2920,B,0.685,0.877,grid_zone_bfcc2516,0.677,0.58,fac_priority_115bd4ae5d,두산모빌리티이노베이션 / DMI · 두산기술원,priority_final_assembly_factory,fac_priority_115bd4ae5d,두산모빌리티이노베이션 / DMI · 두산기술원,두산기술원,23.6,26.7,3.6,0.45,18600,OSRM public demo server,routed,,34,341 / 용문산로 1.4km → 6; 44 6.9km → 88 2.2km → 시민로 1.1km → 98 / 양평대교길 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
baseline,Baseline Production Plan,fac_cb50eed1fd,qa_packaging,Test / Packaging,3415,3450,3415,C,0.603,0.893,grid_zone_bfcc2516,0.654,0.595,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,priority_final_assembly_factory,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,48.0,41.9,7.4,0.7,32100,OSRM public demo server,routed,,26,"39 / 신호국로 1.2km → unnamed road 2.3km → 39 / 가마골로 0.6km → 100 / 수도권제1순환고속도로 32.0km → 120: 서울, 인천 1.2km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
baseline,Baseline Production Plan,fac_be98174b87,qa_packaging,Test / Packaging,3069,3100,3069,C,0.575,0.893,grid_zone_bfcc2516,0.654,0.595,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,55.5,57.2,8.5,0.95,41200,OSRM public demo server,routed,,22,unnamed road 2.5km → 56 / 청군로 0.9km → 87 / 포천로 14.0km → 98 2.1km → 400 / 수도권제2순환고속도로 23.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
baseline,Baseline Production Plan,fac_ee30082ddc,qa_packaging,Test / Packaging,3391,3425,3391,C,0.607,0.893,grid_zone_bfcc2516,0.654,0.595,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,9.7,14.6,1.5,0.24,9400,OSRM public demo server,routed,,27,unnamed road 3.1km → 수곡로 1.0km → 추읍로 1.2km → 계전길 2.0km → 70 / 여양1로 2.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
baseline,Baseline Production Plan,fac_8fd2d14ece,qa_packaging,Test / Packaging,125,3225,3193,C,0.573,0.893,grid_zone_a1097f3c,0.384,0.762,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,22.1,20.0,3.4,0.33,15100,OSRM public demo server,routed,,24,104 / 남해고속도로제2지선 4.2km → 율하4로 1.1km → unnamed road 0.7km → 남해안대로 4.7km → 세산고가도로 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.12,normal public-data uncertainty,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_d8652de781,drone_assembly,Drone / Final Assembly,834,1450,1360,A,0.78,0.86,grid_zone_e6011691,0.487,0.698,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,192 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_a2d8939ba2,drone_assembly,Drone / Final Assembly,834,1200,1033,A,0.78,0.84,grid_zone_bfcc2516,0.727,0.549,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.36,77 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_d14c61f1b0,drone_assembly,Drone / Final Assembly,834,1350,1079,A,0.78,0.85,grid_zone_4f20da2a,0.454,0.719,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,priority_final_assembly_factory,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.52,35 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_ee105ea137,drone_assembly,Drone / Final Assembly,834,860,724,B,0.78,0.7,grid_zone_3964bd52,0.488,0.697,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,priority_final_assembly_factory,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,도봉 공식 사업장 / 제조 인프라 확인 필요,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.41,65 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_7660b03367,drone_assembly,Drone / Final Assembly,833,2100,1970,A,0.78,0.87,grid_zone_c6caac65,0.423,0.738,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,281 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_f1709ef7e1,drone_assembly,Drone / Final Assembly,833,1280,1087,A,0.78,0.84,grid_zone_bfcc2516,0.727,0.549,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.39,70 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_ffb4309405,drone_assembly,Drone / Final Assembly,833,980,919,B,0.78,0.82,grid_zone_c6caac65,0.416,0.742,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,priority_final_assembly_factory,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,부산 제1공장,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,299 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_38de94e360,drone_assembly,Drone / Final Assembly,833,1350,1173,A,0.78,0.82,grid_zone_ed9208b5,0.405,0.749,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.34,83 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_115bd4ae5d,drone_assembly,Drone / Final Assembly,833,980,840,B,0.78,0.76,grid_zone_bfcc2516,0.72,0.554,fac_priority_115bd4ae5d,두산모빌리티이노베이션 / DMI · 두산기술원,priority_final_assembly_factory,fac_priority_115bd4ae5d,두산모빌리티이노베이션 / DMI · 두산기술원,두산기술원,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.37,74 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_3872d4e82a,drone_assembly,Drone / Final Assembly,833,900,719,B,0.78,0.76,grid_zone_4f20da2a,0.445,0.724,fac_priority_3872d4e82a,숨비 / SOOMVI · 인천 본사 / 연구소,priority_final_assembly_factory,fac_priority_3872d4e82a,숨비 / SOOMVI · 인천 본사 / 연구소,인천 본사 / 연구소,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.52,35 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_5daa57ca08,drone_assembly,Drone / Final Assembly,833,980,761,B,0.78,0.82,grid_zone_4f20da2a,0.45,0.721,fac_priority_5daa57ca08,아쎄따 / ASSETTA · 인천 연구소/공장,priority_final_assembly_factory,fac_priority_5daa57ca08,아쎄따 / ASSETTA · 인천 연구소/공장,인천 연구소/공장,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.58,20 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_priority_4bcce541d9,drone_assembly,Drone / Final Assembly,833,780,629,B,0.78,0.72,grid_zone_4f20da2a,0.442,0.726,fac_priority_4bcce541d9,아스트로엑스 / AstroX · 인천 로봇타워 R&D·제조거점,priority_final_assembly_factory,fac_priority_4bcce541d9,아스트로엑스 / AstroX · 인천 로봇타워 R&D·제조거점,인천 로봇타워 R&D·제조거점,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.5,39 km from predicted corridor,final-assembly
western_axis_threat,Western Axis Factory Strike Forecast,fac_d095f6a2a9,flight_stack,Flight Stack / Electronics,1876,2000,1876,B,0.639,0.862,grid_zone_fabab736,0.44,0.727,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,86.4,70.7,13.3,1.18,55600,OSRM public demo server,routed,,30,"20 / 새만금전주고속도로 1.5km → unnamed road 1.8km → 27 / 순천완주고속도로 9.1km → 204 / 익산장수고속도로 9.0km → 천안, 대전, 익산 0.8km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,136 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_1dc7d89a05,flight_stack,Flight Stack / Electronics,1477,1575,1477,C,0.587,0.862,grid_zone_e6011691,0.498,0.691,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,101.2,110.8,15.6,1.85,78200,OSRM public demo server,routed,,48,unnamed road 5.7km → 도락산로 2.7km → 도예로 4.8km → 69 / 도효자로 23.7km → 충효로 9.3km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,130 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_536d0d4da0,flight_stack,Flight Stack / Electronics,1149,1225,1149,C,0.497,0.873,grid_zone_a1097f3c,0.477,0.704,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,21.1,30.4,3.2,0.51,19700,OSRM public demo server,routed,,36,unnamed road 1.0km → 동선길 1.8km → 동선2길 0.4km → 58 / 거가대로 2.5km → 69 / 거가대로 0.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,280 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_e0e174d97d,flight_stack,Flight Stack / Electronics,1595,1700,1595,C,0.602,0.862,grid_zone_a1097f3c,0.47,0.709,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,33.4,32.6,5.1,0.54,23900,OSRM public demo server,routed,,36,속천로 0.5km → unnamed road 0.6km → 진희로 2.8km → 충장로 0.9km → 풍호로 0.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,262 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_352a3afb22,flight_stack,Flight Stack / Electronics,1900,2025,1900,B,0.669,0.832,grid_zone_e6011691,0.492,0.695,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,6.0,8.7,0.9,0.14,5600,OSRM public demo server,routed,,31,914 / 길안청송로 1.0km → unnamed road 4.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,194 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_bdab92bf13,flight_stack,Flight Stack / Electronics,1876,2000,1876,B,0.667,0.832,grid_zone_79012109,0.51,0.684,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,70.8,62.3,10.9,1.04,47600,OSRM public demo server,routed,,17,천전각석길 1.3km → 1080 / 인보구미로 2.3km → 35 / 반구대로 10.5km → 1 / 경부고속도로 26.8km → 551 / 중앙고속도로지선 8.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,256 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_40abaf57ad,power,Battery / Power,1384,1475,1384,B,0.663,0.892,grid_zone_fabab736,0.493,0.694,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,92.7,81.1,14.3,1.35,62100,OSRM public demo server,routed,,37,"unnamed road 2.2km → 1; 21 / 선비로 3.9km → 25 / 호남고속도로 80.0km → 유성, 계룡산국립공원, 국립대전현충원 0.8km → 월드컵대로 0.5km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,139 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_673f38594f,power,Battery / Power,1477,1575,1477,B,0.658,0.842,grid_zone_e6011691,0.522,0.676,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,20.3,34.7,3.1,0.58,21500,OSRM public demo server,routed,,48,가느래이설길 1.7km → 사월큰길 3.8km → 34 / 경동로 1.4km → 수곡용계로 13.3km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,184 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_f331d39f34,power,Battery / Power,1360,1450,1360,B,0.65,0.862,grid_zone_eb82a68b,0.448,0.722,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,161.7,135.1,24.9,2.25,105300,OSRM public demo server,routed,,35,"우치로 3.3km → 13 / 빛고을대로 0.8km → 253: 북광주IC 1.2km → 고창, 전주, 장성분기점 0.9km → 253 / 고창담양고속도로 10.9km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,195 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_cf822580e7,power,Battery / Power,1477,1575,1477,B,0.662,0.872,grid_zone_e6011691,0.522,0.676,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,81.5,83.4,12.5,1.39,60200,OSRM public demo server,routed,,35,unnamed road 6.6km → 오현로59번길 2.5km → 죽령로 8.2km → 경북대로 31.1km → 34 / 동서순환로 11.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,146 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_8faf03f243,power,Battery / Power,1313,1400,1313,B,0.647,0.892,grid_zone_e6011691,0.522,0.676,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,26.1,38.7,4.0,0.65,24900,OSRM public demo server,routed,,42,unnamed road 6.9km → 신감옥산로 1.6km → 914 / 의성길안로 11.0km → 충효로 0.7km → 길안청송로 5.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,186 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_297cb359e5,power,Battery / Power,1173,1250,1173,C,0.6,0.862,grid_zone_79012109,0.541,0.665,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,81.7,74.7,12.6,1.25,56200,OSRM public demo server,routed,,28,30 / 대송로 5.9km → 41 / 산업로 4.1km → 7 / 이예로 11.3km → 7 / 통신사로 12.8km → 웅상대로 3.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,285 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_91c24dafa3,propulsion,Motor / Propulsion,3565,3800,3565,C,0.558,0.862,grid_zone_c633d1f6,0.446,0.723,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,91.4,102.2,14.1,1.7,71600,OSRM public demo server,routed,,37,unnamed road 2.2km → 408 / 광석로 5.5km → 451 / 아홉사리로 10.2km → 44 / 설악로 59.3km → 88 1.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,149 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_a361915069,propulsion,Motor / Propulsion,4246,4525,4246,B,0.625,0.827,grid_zone_a1097f3c,0.464,0.712,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,32.4,31.7,5.0,0.53,23300,OSRM public demo server,routed,,33,unnamed road 1.1km → 충장로 2.6km → 풍호로 0.5km → 2; 77 / 진해대로 15.4km → 2; 77 / 낙동남로 12.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,261 km from predicted corridor,primary
